,Datetime,n_spawn,route,spawn_delay,Adjusted_Datetime,Stops
569,2024-03-05 15:09:00,1.0,route_R101,0,2024-03-05 15:09:00,bs_9-bs_8-bs_16-bs_18-bs_0
570,2024-03-05 15:24:00,1.0,route_R101,0,2024-03-05 15:24:00,bs_9-bs_8-bs_16-bs_18-bs_0
571,2024-03-05 15:39:00,1.0,route_R101,0,2024-03-05 15:39:00,bs_9-bs_8-bs_16-bs_18-bs_0
572,2024-03-05 15:54:00,1.0,route_R101,0,2024-03-05 15:54:00,bs_9-bs_8-bs_16-bs_18-bs_0
573,2024-03-05 16:09:00,1.0,route_R101,0,2024-03-05 16:09:00,bs_9-bs_8-bs_16-bs_18-bs_0
574,2024-03-05 16:24:00,1.0,route_R101,0,2024-03-05 16:24:00,bs_9-bs_8-bs_16-bs_18-bs_0
575,2024-03-05 16:39:00,1.0,route_R101,0,2024-03-05 16:39:00,bs_9-bs_8-bs_16-bs_18-bs_0
576,2024-03-05 16:54:00,1.0,route_R101,0,2024-03-05 16:54:00,bs_9-bs_8-bs_16-bs_18-bs_0
577,2024-03-05 17:09:00,1.0,route_R101,0,2024-03-05 17:09:00,bs_9-bs_8-bs_16-bs_18-bs_0
578,2024-03-05 17:24:00,1.0,route_R101,0,2024-03-05 17:24:00,bs_9-bs_8-bs_16-bs_18-bs_0
579,2024-03-05 17:39:00,1.0,route_R101,0,2024-03-05 17:39:00,bs_9-bs_8-bs_16-bs_18-bs_0
580,2024-03-05 17:54:00,1.0,route_R101,0,2024-03-05 17:54:00,bs_9-bs_8-bs_16-bs_18-bs_0
581,2024-03-05 18:09:00,1.0,route_R101,0,2024-03-05 18:09:00,bs_9-bs_8-bs_16-bs_18-bs_0
582,2024-03-05 18:24:00,1.0,route_R101,0,2024-03-05 18:24:00,bs_9-bs_8-bs_16-bs_18-bs_0
583,2024-03-05 18:39:00,1.0,route_R101,0,2024-03-05 18:39:00,bs_9-bs_8-bs_16-bs_18-bs_0
584,2024-03-05 18:54:00,1.0,route_R101,0,2024-03-05 18:54:00,bs_9-bs_8-bs_16-bs_18-bs_0
585,2024-03-05 19:09:00,1.0,route_R101,0,2024-03-05 19:09:00,bs_9-bs_8-bs_16-bs_18-bs_0
586,2024-03-05 19:24:00,1.0,route_R101,0,2024-03-05 19:24:00,bs_9-bs_8-bs_16-bs_18-bs_0
587,2024-03-05 19:39:00,1.0,route_R101,0,2024-03-05 19:39:00,bs_9-bs_8-bs_16-bs_18-bs_0
588,2024-03-05 19:54:00,1.0,route_R101,0,2024-03-05 19:54:00,bs_9-bs_8-bs_16-bs_18-bs_0
589,2024-03-05 20:23:00,1.0,route_R101,0,2024-03-05 20:23:00,bs_9-bs_8-bs_16-bs_18-bs_0
590,2024-03-05 20:53:00,1.0,route_R101,0,2024-03-05 20:53:00,bs_9-bs_8-bs_16-bs_18-bs_0
591,2024-03-05 21:23:00,1.0,route_R101,0,2024-03-05 21:23:00,bs_9-bs_8-bs_16-bs_18-bs_0
592,2024-03-05 21:53:00,1.0,route_R101,0,2024-03-05 21:53:00,bs_9-bs_8-bs_16-bs_18-bs_0
593,2024-03-05 22:23:00,1.0,route_R101,0,2024-03-05 22:23:00,bs_9-bs_8-bs_16-bs_18-bs_0
594,2024-03-05 22:53:00,1.0,route_R101,0,2024-03-05 22:53:00,bs_9-bs_8-bs_16-bs_18-bs_0
595,2024-03-05 23:23:00,1.0,route_R101,0,2024-03-05 23:23:00,bs_9-bs_8-bs_16-bs_18-bs_0
596,2024-03-05 23:53:00,1.0,route_R101,0,2024-03-05 23:53:00,bs_9-bs_8-bs_16-bs_18-bs_0
597,2024-03-05 06:06:00,1.0,route_102,0,2024-03-05 06:06:00,bs_23-bs_21-bs_5
598,2024-03-05 06:36:00,1.0,route_102,0,2024-03-05 06:36:00,bs_23-bs_21-bs_5
599,2024-03-05 07:06:00,1.0,route_102,0,2024-03-05 07:06:00,bs_23-bs_21-bs_5
600,2024-03-05 07:36:00,1.0,route_102,0,2024-03-05 07:36:00,bs_23-bs_21-bs_5
601,2024-03-05 08:06:00,1.0,route_102,0,2024-03-05 08:06:00,bs_23-bs_21-bs_5
602,2024-03-05 08:36:00,1.0,route_102,0,2024-03-05 08:36:00,bs_23-bs_21-bs_5
603,2024-03-05 09:06:00,1.0,route_102,0,2024-03-05 09:06:00,bs_23-bs_21-bs_5
604,2024-03-05 09:36:00,1.0,route_102,0,2024-03-05 09:36:00,bs_23-bs_21-bs_5
605,2024-03-05 10:06:00,1.0,route_102,0,2024-03-05 10:06:00,bs_23-bs_21-bs_5
606,2024-03-05 10:36:00,1.0,route_102,0,2024-03-05 10:36:00,bs_23-bs_21-bs_5
607,2024-03-05 11:06:00,1.0,route_102,0,2024-03-05 11:06:00,bs_23-bs_21-bs_5
608,2024-03-05 11:36:00,1.0,route_102,0,2024-03-05 11:36:00,bs_23-bs_21-bs_5
609,2024-03-05 12:06:00,1.0,route_102,0,2024-03-05 12:06:00,bs_23-bs_21-bs_5
610,2024-03-05 12:36:00,1.0,route_102,0,2024-03-05 12:36:00,bs_23-bs_21-bs_5
611,2024-03-05 13:06:00,1.0,route_102,0,2024-03-05 13:06:00,bs_23-bs_21-bs_5
612,2024-03-05 13:36:00,1.0,route_102,0,2024-03-05 13:36:00,bs_23-bs_21-bs_5
613,2024-03-05 14:06:00,1.0,route_102,0,2024-03-05 14:06:00,bs_23-bs_21-bs_5
614,2024-03-05 14:36:00,1.0,route_102,0,2024-03-05 14:36:00,bs_23-bs_21-bs_5
615,2024-03-05 15:06:00,1.0,route_102,0,2024-03-05 15:06:00,bs_23-bs_21-bs_5
616,2024-03-05 15:36:00,1.0,route_102,0,2024-03-05 15:36:00,bs_23-bs_21-bs_5
617,2024-03-05 16:06:00,1.0,route_102,0,2024-03-05 16:06:00,bs_23-bs_21-bs_5
618,2024-03-05 16:36:00,1.0,route_102,0,2024-03-05 16:36:00,bs_23-bs_21-bs_5
619,2024-03-05 17:06:00,1.0,route_102,0,2024-03-05 17:06:00,bs_23-bs_21-bs_5
620,2024-03-05 17:36:00,1.0,route_102,0,2024-03-05 17:36:00,bs_23-bs_21-bs_5
621,2024-03-05 18:06:00,1.0,route_102,0,2024-03-05 18:06:00,bs_23-bs_21-bs_5
622,2024-03-05 18:36:00,1.0,route_102,0,2024-03-05 18:36:00,bs_23-bs_21-bs_5
623,2024-03-05 19:06:00,1.0,route_102,0,2024-03-05 19:06:00,bs_23-bs_21-bs_5
624,2024-03-05 19:36:00,1.0,route_102,0,2024-03-05 19:36:00,bs_23-bs_21-bs_5
625,2024-03-05 19:59:00,1.0,route_102,0,2024-03-05 19:59:00,bs_23-bs_21-bs_5
626,2024-03-05 20:59:00,1.0,route_102,0,2024-03-05 20:59:00,bs_23-bs_21-bs_5
627,2024-03-05 21:59:00,1.0,route_102,0,2024-03-05 21:59:00,bs_23-bs_21-bs_5
628,2024-03-05 22:59:00,1.0,route_102,0,2024-03-05 22:59:00,bs_23-bs_21-bs_5
629,2024-03-05 05:06:00,1.0,route_103,0,2024-03-05 05:06:00,bs_23-bs_21-bs_5
630,2024-03-05 05:36:00,1.0,route_103,0,2024-03-05 05:36:00,bs_23-bs_21-bs_5
631,2024-03-05 06:21:00,1.0,route_103,0,2024-03-05 06:21:00,bs_23-bs_21-bs_5
632,2024-03-05 06:51:00,1.0,route_103,0,2024-03-05 06:51:00,bs_23-bs_21-bs_5
633,2024-03-05 07:21:00,1.0,route_103,0,2024-03-05 07:21:00,bs_23-bs_21-bs_5
634,2024-03-05 07:51:00,1.0,route_103,0,2024-03-05 07:51:00,bs_23-bs_21-bs_5
635,2024-03-05 08:21:00,1.0,route_103,0,2024-03-05 08:21:00,bs_23-bs_21-bs_5
636,2024-03-05 08:51:00,1.0,route_103,0,2024-03-05 08:51:00,bs_23-bs_21-bs_5
637,2024-03-05 09:21:00,1.0,route_103,0,2024-03-05 09:21:00,bs_23-bs_21-bs_5
638,2024-03-05 09:51:00,1.0,route_103,0,2024-03-05 09:51:00,bs_23-bs_21-bs_5
639,2024-03-05 10:21:00,1.0,route_103,0,2024-03-05 10:21:00,bs_23-bs_21-bs_5
640,2024-03-05 10:51:00,1.0,route_103,0,2024-03-05 10:51:00,bs_23-bs_21-bs_5
641,2024-03-05 11:21:00,1.0,route_103,0,2024-03-05 11:21:00,bs_23-bs_21-bs_5
642,2024-03-05 11:51:00,1.0,route_103,0,2024-03-05 11:51:00,bs_23-bs_21-bs_5
643,2024-03-05 12:21:00,1.0,route_103,0,2024-03-05 12:21:00,bs_23-bs_21-bs_5
644,2024-03-05 12:51:00,1.0,route_103,0,2024-03-05 12:51:00,bs_23-bs_21-bs_5
645,2024-03-05 13:21:00,1.0,route_103,0,2024-03-05 13:21:00,bs_23-bs_21-bs_5
646,2024-03-05 13:51:00,1.0,route_103,0,2024-03-05 13:51:00,bs_23-bs_21-bs_5
647,2024-03-05 14:21:00,1.0,route_103,0,2024-03-05 14:21:00,bs_23-bs_21-bs_5
648,2024-03-05 14:51:00,1.0,route_103,0,2024-03-05 14:51:00,bs_23-bs_21-bs_5
649,2024-03-05 15:21:00,1.0,route_103,0,2024-03-05 15:21:00,bs_23-bs_21-bs_5
650,2024-03-05 15:51:00,1.0,route_103,0,2024-03-05 15:51:00,bs_23-bs_21-bs_5
651,2024-03-05 16:21:00,1.0,route_103,0,2024-03-05 16:21:00,bs_23-bs_21-bs_5
652,2024-03-05 16:51:00,1.0,route_103,0,2024-03-05 16:51:00,bs_23-bs_21-bs_5
653,2024-03-05 17:21:00,1.0,route_103,0,2024-03-05 17:21:00,bs_23-bs_21-bs_5
654,2024-03-05 17:51:00,1.0,route_103,0,2024-03-05 17:51:00,bs_23-bs_21-bs_5
655,2024-03-05 18:21:00,1.0,route_103,0,2024-03-05 18:21:00,bs_23-bs_21-bs_5
656,2024-03-05 18:51:00,1.0,route_103,0,2024-03-05 18:51:00,bs_23-bs_21-bs_5
657,2024-03-05 19:21:00,1.0,route_103,0,2024-03-05 19:21:00,bs_23-bs_21-bs_5
658,2024-03-05 19:51:00,1.0,route_103,0,2024-03-05 19:51:00,bs_23-bs_21-bs_5
659,2024-03-05 05:14:00,1.0,route_106,-20,2024-03-05 05:13:40,bs_25-bs_17-bs_3-bs_4
660,2024-03-05 05:44:00,1.0,route_106,-20,2024-03-05 05:43:40,bs_25-bs_17-bs_3-bs_4
661,2024-03-05 06:00:00,1.0,route_106,-20,2024-03-05 05:59:40,bs_25-bs_17-bs_3-bs_4
662,2024-03-05 06:15:00,1.0,route_106,-20,2024-03-05 06:14:40,bs_25-bs_17-bs_3-bs_4
663,2024-03-05 06:45:00,1.0,route_106,-20,2024-03-05 06:44:40,bs_25-bs_17-bs_3-bs_4
664,2024-03-05 07:00:00,1.0,route_106,-20,2024-03-05 06:59:40,bs_25-bs_17-bs_3-bs_4
665,2024-03-05 07:15:00,1.0,route_106,-20,2024-03-05 07:14:40,bs_25-bs_17-bs_3-bs_4
666,2024-03-05 07:45:00,1.0,route_106,-20,2024-03-05 07:44:40,bs_25-bs_17-bs_3-bs_4
667,2024-03-05 08:15:00,1.0,route_106,-20,2024-03-05 08:14:40,bs_25-bs_17-bs_3-bs_4
668,2024-03-05 08:45:00,1.0,route_106,-20,2024-03-05 08:44:40,bs_25-bs_17-bs_3-bs_4
669,2024-03-05 09:15:00,1.0,route_106,-20,2024-03-05 09:14:40,bs_25-bs_17-bs_3-bs_4
670,2024-03-05 09:45:00,1.0,route_106,-20,2024-03-05 09:44:40,bs_25-bs_17-bs_3-bs_4
671,2024-03-05 10:15:00,1.0,route_106,-20,2024-03-05 10:14:40,bs_25-bs_17-bs_3-bs_4
672,2024-03-05 10:45:00,1.0,route_106,-20,2024-03-05 10:44:40,bs_25-bs_17-bs_3-bs_4
673,2024-03-05 11:15:00,1.0,route_106,-20,2024-03-05 11:14:40,bs_25-bs_17-bs_3-bs_4
674,2024-03-05 11:45:00,1.0,route_106,-20,2024-03-05 11:44:40,bs_25-bs_17-bs_3-bs_4
675,2024-03-05 12:15:00,1.0,route_106,-20,2024-03-05 12:14:40,bs_25-bs_17-bs_3-bs_4
676,2024-03-05 12:45:00,1.0,route_106,-20,2024-03-05 12:44:40,bs_25-bs_17-bs_3-bs_4
677,2024-03-05 13:15:00,1.0,route_106,-20,2024-03-05 13:14:40,bs_25-bs_17-bs_3-bs_4
678,2024-03-05 13:45:00,1.0,route_106,-20,2024-03-05 13:44:40,bs_25-bs_17-bs_3-bs_4
679,2024-03-05 14:15:00,1.0,route_106,-20,2024-03-05 14:14:40,bs_25-bs_17-bs_3-bs_4
680,2024-03-05 14:45:00,1.0,route_106,-20,2024-03-05 14:44:40,bs_25-bs_17-bs_3-bs_4
681,2024-03-05 15:15:00,1.0,route_106,-20,2024-03-05 15:14:40,bs_25-bs_17-bs_3-bs_4
682,2024-03-05 15:45:00,1.0,route_106,-20,2024-03-05 15:44:40,bs_25-bs_17-bs_3-bs_4
683,2024-03-05 16:15:00,1.0,route_106,-20,2024-03-05 16:14:40,bs_25-bs_17-bs_3-bs_4
684,2024-03-05 16:45:00,1.0,route_106,-20,2024-03-05 16:44:40,bs_25-bs_17-bs_3-bs_4
685,2024-03-05 17:15:00,1.0,route_106,-20,2024-03-05 17:14:40,bs_25-bs_17-bs_3-bs_4
686,2024-03-05 17:45:00,1.0,route_106,-20,2024-03-05 17:44:40,bs_25-bs_17-bs_3-bs_4
687,2024-03-05 18:15:00,1.0,route_106,-20,2024-03-05 18:14:40,bs_25-bs_17-bs_3-bs_4
688,2024-03-05 18:45:00,1.0,route_106,-20,2024-03-05 18:44:40,bs_25-bs_17-bs_3-bs_4
689,2024-03-05 18:59:00,1.0,route_106,-20,2024-03-05 18:58:40,bs_25-bs_17-bs_3-bs_4
690,2024-03-05 19:29:00,1.0,route_106,-20,2024-03-05 19:28:40,bs_25-bs_17-bs_3-bs_4
691,2024-03-05 19:59:00,1.0,route_106,-20,2024-03-05 19:58:40,bs_25-bs_17-bs_3-bs_4
692,2024-03-05 20:29:00,1.0,route_106,-20,2024-03-05 20:28:40,bs_25-bs_17-bs_3-bs_4
693,2024-03-05 20:59:00,1.0,route_106,-20,2024-03-05 20:58:40,bs_25-bs_17-bs_3-bs_4
694,2024-03-05 21:59:00,1.0,route_106,-20,2024-03-05 21:58:40,bs_25-bs_17-bs_3-bs_4
695,2024-03-05 22:59:00,1.0,route_106,-20,2024-03-05 22:58:40,bs_25-bs_17-bs_3-bs_4
696,2024-03-05 23:59:00,1.0,route_106,-20,2024-03-05 23:58:40,bs_25-bs_17-bs_3-bs_4
697,2024-03-05 00:21:00,1.0,route_R106,-60,2024-03-05 00:20:00,bs_8-bs_18-bs_26
698,2024-03-05 05:36:00,1.0,route_R106,-60,2024-03-05 05:35:00,bs_8-bs_18-bs_26
699,2024-03-05 06:06:00,1.0,route_R106,-60,2024-03-05 06:05:00,bs_8-bs_18-bs_26
700,2024-03-05 06:21:00,1.0,route_R106,-60,2024-03-05 06:20:00,bs_8-bs_18-bs_26
701,2024-03-05 06:36:00,1.0,route_R106,-60,2024-03-05 06:35:00,bs_8-bs_18-bs_26
702,2024-03-05 06:51:00,1.0,route_R106,-60,2024-03-05 06:50:00,bs_8-bs_18-bs_26
703,2024-03-05 07:06:00,1.0,route_R106,-60,2024-03-05 07:05:00,bs_8-bs_18-bs_26
704,2024-03-05 07:21:00,1.0,route_R106,-60,2024-03-05 07:20:00,bs_8-bs_18-bs_26
705,2024-03-05 07:36:00,1.0,route_R106,-60,2024-03-05 07:35:00,bs_8-bs_18-bs_26
706,2024-03-05 08:06:00,1.0,route_R106,-60,2024-03-05 08:05:00,bs_8-bs_18-bs_26
707,2024-03-05 08:36:00,1.0,route_R106,-60,2024-03-05 08:35:00,bs_8-bs_18-bs_26
708,2024-03-05 09:06:00,1.0,route_R106,-60,2024-03-05 09:05:00,bs_8-bs_18-bs_26
709,2024-03-05 09:36:00,1.0,route_R106,-60,2024-03-05 09:35:00,bs_8-bs_18-bs_26
710,2024-03-05 10:06:00,1.0,route_R106,-60,2024-03-05 10:05:00,bs_8-bs_18-bs_26
711,2024-03-05 10:36:00,1.0,route_R106,-60,2024-03-05 10:35:00,bs_8-bs_18-bs_26
712,2024-03-05 11:06:00,1.0,route_R106,-60,2024-03-05 11:05:00,bs_8-bs_18-bs_26
713,2024-03-05 11:36:00,1.0,route_R106,-60,2024-03-05 11:35:00,bs_8-bs_18-bs_26
714,2024-03-05 12:06:00,1.0,route_R106,-60,2024-03-05 12:05:00,bs_8-bs_18-bs_26
715,2024-03-05 12:16:00,1.0,route_R106,-60,2024-03-05 12:15:00,bs_8-bs_18-bs_26
716,2024-03-05 12:36:00,1.0,route_R106,-60,2024-03-05 12:35:00,bs_8-bs_18-bs_26
717,2024-03-05 13:06:00,1.0,route_R106,-60,2024-03-05 13:05:00,bs_8-bs_18-bs_26
718,2024-03-05 13:13:00,1.0,route_R106,-60,2024-03-05 13:12:00,bs_8-bs_18-bs_26
719,2024-03-05 13:36:00,1.0,route_R106,-60,2024-03-05 13:35:00,bs_8-bs_18-bs_26
720,2024-03-05 14:06:00,1.0,route_R106,-60,2024-03-05 14:05:00,bs_8-bs_18-bs_26
721,2024-03-05 14:36:00,1.0,route_R106,-60,2024-03-05 14:35:00,bs_8-bs_18-bs_26
722,2024-03-05 15:06:00,1.0,route_R106,-60,2024-03-05 15:05:00,bs_8-bs_18-bs_26
723,2024-03-05 15:36:00,1.0,route_R106,-60,2024-03-05 15:35:00,bs_8-bs_18-bs_26
724,2024-03-05 15:51:00,1.0,route_R106,-60,2024-03-05 15:50:00,bs_8-bs_18-bs_26
725,2024-03-05 16:06:00,1.0,route_R106,-60,2024-03-05 16:05:00,bs_8-bs_18-bs_26
726,2024-03-05 16:36:00,1.0,route_R106,-60,2024-03-05 16:35:00,bs_8-bs_18-bs_26
727,2024-03-05 17:06:00,1.0,route_R106,-60,2024-03-05 17:05:00,bs_8-bs_18-bs_26
728,2024-03-05 17:36:00,1.0,route_R106,-60,2024-03-05 17:35:00,bs_8-bs_18-bs_26
729,2024-03-05 18:06:00,1.0,route_R106,-60,2024-03-05 18:05:00,bs_8-bs_18-bs_26
730,2024-03-05 18:36:00,1.0,route_R106,-60,2024-03-05 18:35:00,bs_8-bs_18-bs_26
731,2024-03-05 19:06:00,1.0,route_R106,-60,2024-03-05 19:05:00,bs_8-bs_18-bs_26
732,2024-03-05 19:36:00,1.0,route_R106,-60,2024-03-05 19:35:00,bs_8-bs_18-bs_26
733,2024-03-05 20:06:00,1.0,route_R106,-60,2024-03-05 20:05:00,bs_8-bs_18-bs_26
734,2024-03-05 20:36:00,1.0,route_R106,-60,2024-03-05 20:35:00,bs_8-bs_18-bs_26
735,2024-03-05 21:21:00,1.0,route_R106,-60,2024-03-05 21:20:00,bs_8-bs_18-bs_26
736,2024-03-05 22:21:00,1.0,route_R106,-60,2024-03-05 22:20:00,bs_8-bs_18-bs_26
737,2024-03-05 23:21:00,1.0,route_R106,-60,2024-03-05 23:20:00,bs_8-bs_18-bs_26
738,2024-03-05 00:02:00,1.0,route_114,-120,2024-03-05 00:00:00,bs_25-bs_17-bs_3
739,2024-03-05 05:02:00,1.0,route_114,-120,2024-03-05 05:00:00,bs_25-bs_17-bs_3
740,2024-03-05 05:32:00,1.0,route_114,-120,2024-03-05 05:30:00,bs_25-bs_17-bs_3
741,2024-03-05 06:02:00,1.0,route_114,-120,2024-03-05 06:00:00,bs_25-bs_17-bs_3
742,2024-03-05 06:32:00,1.0,route_114,-120,2024-03-05 06:30:00,bs_25-bs_17-bs_3
743,2024-03-05 06:47:00,1.0,route_114,-120,2024-03-05 06:45:00,bs_25-bs_17-bs_3
744,2024-03-05 07:02:00,1.0,route_114,-120,2024-03-05 07:00:00,bs_25-bs_17-bs_3
745,2024-03-05 07:12:00,1.0,route_114,-120,2024-03-05 07:10:00,bs_25-bs_17-bs_3
746,2024-03-05 07:17:00,1.0,route_114,-120,2024-03-05 07:15:00,bs_25-bs_17-bs_3
747,2024-03-05 07:32:00,1.0,route_114,-120,2024-03-05 07:30:00,bs_25-bs_17-bs_3
748,2024-03-05 07:47:00,1.0,route_114,-120,2024-03-05 07:45:00,bs_25-bs_17-bs_3
749,2024-03-05 08:02:00,1.0,route_114,-120,2024-03-05 08:00:00,bs_25-bs_17-bs_3
750,2024-03-05 08:17:00,1.0,route_114,-120,2024-03-05 08:15:00,bs_25-bs_17-bs_3
751,2024-03-05 08:32:00,1.0,route_114,-120,2024-03-05 08:30:00,bs_25-bs_17-bs_3
752,2024-03-05 08:47:00,1.0,route_114,-120,2024-03-05 08:45:00,bs_25-bs_17-bs_3
753,2024-03-05 09:02:00,1.0,route_114,-120,2024-03-05 09:00:00,bs_25-bs_17-bs_3
754,2024-03-05 09:32:00,1.0,route_114,-120,2024-03-05 09:30:00,bs_25-bs_17-bs_3
755,2024-03-05 10:02:00,1.0,route_114,-120,2024-03-05 10:00:00,bs_25-bs_17-bs_3
756,2024-03-05 10:32:00,1.0,route_114,-120,2024-03-05 10:30:00,bs_25-bs_17-bs_3
757,2024-03-05 11:02:00,1.0,route_114,-120,2024-03-05 11:00:00,bs_25-bs_17-bs_3
758,2024-03-05 11:32:00,1.0,route_114,-120,2024-03-05 11:30:00,bs_25-bs_17-bs_3
759,2024-03-05 12:02:00,1.0,route_114,-120,2024-03-05 12:00:00,bs_25-bs_17-bs_3
760,2024-03-05 12:32:00,1.0,route_114,-120,2024-03-05 12:30:00,bs_25-bs_17-bs_3
761,2024-03-05 13:02:00,1.0,route_114,-120,2024-03-05 13:00:00,bs_25-bs_17-bs_3
762,2024-03-05 13:32:00,1.0,route_114,-120,2024-03-05 13:30:00,bs_25-bs_17-bs_3
763,2024-03-05 14:02:00,1.0,route_114,-120,2024-03-05 14:00:00,bs_25-bs_17-bs_3
764,2024-03-05 14:32:00,1.0,route_114,-120,2024-03-05 14:30:00,bs_25-bs_17-bs_3
765,2024-03-05 15:02:00,1.0,route_114,-120,2024-03-05 15:00:00,bs_25-bs_17-bs_3
766,2024-03-05 15:17:00,1.0,route_114,-120,2024-03-05 15:15:00,bs_25-bs_17-bs_3
767,2024-03-05 15:32:00,1.0,route_114,-120,2024-03-05 15:30:00,bs_25-bs_17-bs_3
768,2024-03-05 16:02:00,1.0,route_114,-120,2024-03-05 16:00:00,bs_25-bs_17-bs_3
769,2024-03-05 16:17:00,1.0,route_114,-120,2024-03-05 16:15:00,bs_25-bs_17-bs_3
770,2024-03-05 16:32:00,1.0,route_114,-120,2024-03-05 16:30:00,bs_25-bs_17-bs_3
771,2024-03-05 16:47:00,1.0,route_114,-120,2024-03-05 16:45:00,bs_25-bs_17-bs_3
772,2024-03-05 17:02:00,1.0,route_114,-120,2024-03-05 17:00:00,bs_25-bs_17-bs_3
773,2024-03-05 17:17:00,1.0,route_114,-120,2024-03-05 17:15:00,bs_25-bs_17-bs_3
774,2024-03-05 17:32:00,1.0,route_114,-120,2024-03-05 17:30:00,bs_25-bs_17-bs_3
775,2024-03-05 17:47:00,1.0,route_114,-120,2024-03-05 17:45:00,bs_25-bs_17-bs_3
776,2024-03-05 18:02:00,1.0,route_114,-120,2024-03-05 18:00:00,bs_25-bs_17-bs_3
777,2024-03-05 18:17:00,1.0,route_114,-120,2024-03-05 18:15:00,bs_25-bs_17-bs_3
778,2024-03-05 18:32:00,1.0,route_114,-120,2024-03-05 18:30:00,bs_25-bs_17-bs_3
779,2024-03-05 18:47:00,1.0,route_114,-120,2024-03-05 18:45:00,bs_25-bs_17-bs_3
780,2024-03-05 19:02:00,1.0,route_114,-120,2024-03-05 19:00:00,bs_25-bs_17-bs_3
781,2024-03-05 19:17:00,1.0,route_114,-120,2024-03-05 19:15:00,bs_25-bs_17-bs_3
782,2024-03-05 19:32:00,1.0,route_114,-120,2024-03-05 19:30:00,bs_25-bs_17-bs_3
783,2024-03-05 19:47:00,1.0,route_114,-120,2024-03-05 19:45:00,bs_25-bs_17-bs_3
784,2024-03-05 20:02:00,1.0,route_114,-120,2024-03-05 20:00:00,bs_25-bs_17-bs_3
785,2024-03-05 20:32:00,1.0,route_114,-120,2024-03-05 20:30:00,bs_25-bs_17-bs_3
786,2024-03-05 21:02:00,1.0,route_114,-120,2024-03-05 21:00:00,bs_25-bs_17-bs_3
787,2024-03-05 21:32:00,1.0,route_114,-120,2024-03-05 21:30:00,bs_25-bs_17-bs_3
788,2024-03-05 22:02:00,1.0,route_114,-120,2024-03-05 22:00:00,bs_25-bs_17-bs_3
789,2024-03-05 22:32:00,1.0,route_114,-120,2024-03-05 22:30:00,bs_25-bs_17-bs_3
790,2024-03-05 23:02:00,1.0,route_114,-120,2024-03-05 23:00:00,bs_25-bs_17-bs_3
791,2024-03-05 23:32:00,1.0,route_114,-120,2024-03-05 23:30:00,bs_25-bs_17-bs_3
792,2024-03-05 00:22:00,1.0,route_R114,-60,2024-03-05 00:21:00,bs_8-bs_18-bs_26
793,2024-03-05 05:22:00,1.0,route_R114,-60,2024-03-05 05:21:00,bs_8-bs_18-bs_26
794,2024-03-05 05:37:00,1.0,route_R114,-60,2024-03-05 05:36:00,bs_8-bs_18-bs_26
795,2024-03-05 05:52:00,1.0,route_R114,-60,2024-03-05 05:51:00,bs_8-bs_18-bs_26
796,2024-03-05 06:07:00,1.0,route_R114,-60,2024-03-05 06:06:00,bs_8-bs_18-bs_26
797,2024-03-05 06:22:00,1.0,route_R114,-60,2024-03-05 06:21:00,bs_8-bs_18-bs_26
798,2024-03-05 06:37:00,1.0,route_R114,-60,2024-03-05 06:36:00,bs_8-bs_18-bs_26
799,2024-03-05 06:52:00,1.0,route_R114,-60,2024-03-05 06:51:00,bs_8-bs_18-bs_26
800,2024-03-05 07:07:00,1.0,route_R114,-60,2024-03-05 07:06:00,bs_8-bs_18-bs_26
801,2024-03-05 07:22:00,1.0,route_R114,-60,2024-03-05 07:21:00,bs_8-bs_18-bs_26
802,2024-03-05 07:37:00,1.0,route_R114,-60,2024-03-05 07:36:00,bs_8-bs_18-bs_26
803,2024-03-05 07:52:00,1.0,route_R114,-60,2024-03-05 07:51:00,bs_8-bs_18-bs_26
804,2024-03-05 08:07:00,1.0,route_R114,-60,2024-03-05 08:06:00,bs_8-bs_18-bs_26
805,2024-03-05 08:22:00,1.0,route_R114,-60,2024-03-05 08:21:00,bs_8-bs_18-bs_26
806,2024-03-05 08:52:00,1.0,route_R114,-60,2024-03-05 08:51:00,bs_8-bs_18-bs_26
807,2024-03-05 09:22:00,1.0,route_R114,-60,2024-03-05 09:21:00,bs_8-bs_18-bs_26
808,2024-03-05 09:52:00,1.0,route_R114,-60,2024-03-05 09:51:00,bs_8-bs_18-bs_26
809,2024-03-05 10:22:00,1.0,route_R114,-60,2024-03-05 10:21:00,bs_8-bs_18-bs_26
810,2024-03-05 10:52:00,1.0,route_R114,-60,2024-03-05 10:51:00,bs_8-bs_18-bs_26
811,2024-03-05 11:22:00,1.0,route_R114,-60,2024-03-05 11:21:00,bs_8-bs_18-bs_26
812,2024-03-05 11:52:00,1.0,route_R114,-60,2024-03-05 11:51:00,bs_8-bs_18-bs_26
813,2024-03-05 12:22:00,1.0,route_R114,-60,2024-03-05 12:21:00,bs_8-bs_18-bs_26
814,2024-03-05 12:52:00,1.0,route_R114,-60,2024-03-05 12:51:00,bs_8-bs_18-bs_26
815,2024-03-05 13:22:00,1.0,route_R114,-60,2024-03-05 13:21:00,bs_8-bs_18-bs_26
816,2024-03-05 13:52:00,1.0,route_R114,-60,2024-03-05 13:51:00,bs_8-bs_18-bs_26
817,2024-03-05 14:22:00,1.0,route_R114,-60,2024-03-05 14:21:00,bs_8-bs_18-bs_26
